Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-m119,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Context,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: correct_answer,Spreadsheet: image,Spreadsheet: tag
54,1789992378000,21/09/2026 12:06:18,1789992378000,1,21/09/2026 13:06:18,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_014,BLINDED,S1_PRIV_014,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G1,spreadsheet,spreadsheet,1,Display 2,Screen 1,,,response,16,,,,2598.0,,,2598.0,1,2598.0,,,,,,,Display 2,16,16,Q2_answer
55,1789992385000,21/09/2026 12:06:25,1789992385000,1,21/09/2026 13:06:25,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_014,BLINDED,S1_PRIV_014,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G1,spreadsheet,spreadsheet,1,Display 3,Screen 1,,,response,29,,,,5894.7,,,5894.7,1,5894.7,,,,,,,Display 3,29,29,Q3_answer
56,1789992392000,21/09/2026 12:06:32,1789992392000,1,21/09/2026 13:06:32,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_014,BLINDED,S1_PRIV_014,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G1,spreadsheet,spreadsheet,1,Display 4,Screen 1,,,response,26,,,,2170.2,,,2170.2,1,2170.2,,,,,,,Display 4,26,26,Q4_answer
57,1789992399000,21/09/2026 12:06:39,1789992399000,1,21/09/2026 13:06:39,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_015,BLINDED,S1_PRIV_015,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G1,spreadsheet,spreadsheet,1,Display 1,Screen 1,,,response,12,,,,5721.5,,,5721.5,1,5721.5,,,,,,,Display 1,12,12,Q1_answer
58,1789992406000,21/09/2026 12:06:46,1789992406000,1,21/09/2026 13:06:46,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_015,BLINDED,S1_PRIV_015,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G1,spreadsheet,spreadsheet,1,Display 2,Screen 1,,,response,16,,,,2763.3,,,2763.3,1,2763.3,,,,,,,Display 2,16,16,Q2_answer
59,1789992413000,21/09/2026 12:06:53,1789992413000,1,21/09/2026 13:06:53,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_015,BLINDED,S1_PRIV_015,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G1,spreadsheet,spreadsheet,1,Display 3,Screen 1,,,response,29,,,,2588.5,,,2588.5,1,2588.5,,,,,,,Display 3,29,29,Q3_answer
60,1789992420000,21/09/2026 12:07:00,1789992420000,1,21/09/2026 13:07:00,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_015,BLINDED,S1_PRIV_015,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G1,spreadsheet,spreadsheet,1,Display 4,Screen 1,,,response,26,,,,3668.1,,,3668.1,1,3668.1,,,,,,,Display 4,26,26,Q4_answer
61,1789992427000,21/09/2026 12:07:07,1789992427000,1,21/09/2026 13:07:07,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_016,BLINDED,S1_PRIV_016,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G1,spreadsheet,spreadsheet,1,Display 1,Screen 1,,,response,12,,,,1627.8,,,1627.8,1,1627.8,,,,,,,Display 1,12,12,Q1_answer
62,1789992434000,21/09/2026 12:07:14,1789992434000,1,21/09/2026 13:07:14,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_016,BLINDED,S1_PRIV_016,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G1,spreadsheet,spreadsheet,1,Display 2,Screen 1,,,response,16,,,,1835.9,,,1835.9,1,1835.9,,,,,,,Display 2,16,16,Q2_answer
63,1789992441000,21/09/2026 12:07:21,1789992441000,1,21/09/2026 13:07:21,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_016,BLINDED,S1_PRIV_016,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G1,spreadsheet,spreadsheet,1,Display 3,Screen 1,,,response,29,,,,3335.5,,,3335.5,1,3335.5,,,,,,,Display 3,29,29,Q3_answer
64,1789992448000,21/09/2026 12:07:28,1789992448000,1,21/09/2026 13:07:28,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_016,BLINDED,S1_PRIV_016,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G1,spreadsheet,spreadsheet,1,Display 4,Screen 1,,,response,26,,,,4253.2,,,4253.2,1,4253.2,,,,,,,Display 4,26,26,Q4_answer
65,1789992455000,21/09/2026 12:07:35,1789992455000,1,21/09/2026 13:07:35,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_017,BLINDED,S1_PRIV_017,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G1,spreadsheet,spreadsheet,1,Display 1,Screen 1,,,response,12,,,,2348.1,,,2348.1,1,2348.1,,,,,,,Display 1,12,12,Q1_answer
66,1789992462000,21/09/2026 12:07:42,1789992462000,1,21/09/2026 13:07:42,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_017,BLINDED,S1_PRIV_017,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G1,spreadsheet,spreadsheet,1,Display 2,Screen 1,,,response,16,,,,2346.7,,,2346.7,1,2346.7,,,,,,,Display 2,16,16,Q2_answer
67,1789992469000,21/09/2026 12:07:49,1789992469000,1,21/09/2026 13:07:49,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_017,BLINDED,S1_PRIV_017,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G1,spreadsheet,spreadsheet,1,Display 3,Screen 1,,,response,29,,,,2372.9,,,2372.9,1,2372.9,,,,,,,Display 3,29,29,Q3_answer
68,1789992476000,21/09/2026 12:07:56,1789992476000,1,21/09/2026 13:07:56,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_017,BLINDED,S1_PRIV_017,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G1,spreadsheet,spreadsheet,1,Display 4,Screen 1,,,response,26,,,,4975.0,,,4975.0,1,4975.0,,,,,,,Display 4,26,26,Q4_answer
69,1789992483000,21/09/2026 12:08:03,1789992483000,1,21/09/2026 13:08:03,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_018,BLINDED,S1_PRIV_018,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G1,spreadsheet,spreadsheet,1,Display 1,Screen 1,,,response,12,,,,4723.6,,,4723.6,1,4723.6,,,,,,,Display 1,12,12,Q1_answer
70,1789992490000,21/09/2026 12:08:10,1789992490000,1,21/09/2026 13:08:10,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_018,BLINDED,S1_PRIV_018,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G1,spreadsheet,spreadsheet,1,Display 2,Screen 1,,,response,16,,,,3721.7,,,3721.7,1,3721.7,,,,,,,Display 2,16,16,Q2_answer
71,1789992497000,21/09/2026 12:08:17,1789992497000,1,21/09/2026 13:08:17,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_018,BLINDED,S1_PRIV_018,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G1,spreadsheet,spreadsheet,1,Display 3,Screen 1,,,response,29,,,,2689.1,,,2689.1,1,2689.1,,,,,,,Display 3,29,29,Q3_answer
72,1789992504000,21/09/2026 12:08:24,1789992504000,1,21/09/2026 13:08:24,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_018,BLINDED,S1_PRIV_018,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G1,spreadsheet,spreadsheet,1,Display 4,Screen 1,,,response,26,,,,2837.1,,,2837.1,1,2837.1,,,,,,,Display 4,26,26,Q4_answer
73,1789992511000,21/09/2026 12:08:31,1789992511000,1,21/09/2026 13:08:31,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_019,BLINDED,S1_PRIV_019,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G1,spreadsheet,spreadsheet,1,Display 1,Screen 1,,,response,12,,,,3488.1,,,3488.1,1,3488.1,,,,,,,Display 1,12,12,Q1_answer
74,1789992518000,21/09/2026 12:08:38,1789992518000,1,21/09/2026 13:08:38,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_019,BLINDED,S1_PRIV_019,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G1,spreadsheet,spreadsheet,1,Display 2,Screen 1,,,response,16,,,,2524.4,,,2524.4,1,2524.4,,,,,,,Display 2,16,16,Q2_answer
75,1789992525000,21/09/2026 12:08:45,1789992525000,1,21/09/2026 13:08:45,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_019,BLINDED,S1_PRIV_019,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G1,spreadsheet,spreadsheet,1,Display 3,Screen 1,,,response,29,,,,2154.3,,,2154.3,1,2154.3,,,,,,,Display 3,29,29,Q3_answer
76,1789992532000,21/09/2026 12:08:52,1789992532000,1,21/09/2026 13:08:52,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_019,BLINDED,S1_PRIV_019,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G1,spreadsheet,spreadsheet,1,Display 4,Screen 1,,,response,26,,,,4593.1,,,4593.1,1,4593.1,,,,,,,Display 4,26,26,Q4_answer
77,1789992539000,21/09/2026 12:08:59,1789992539000,1,21/09/2026 13:08:59,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_020,BLINDED,S1_PRIV_020,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G1,spreadsheet,spreadsheet,1,Display 1,Screen 1,,,response,12,,,,2751.1,,,2751.1,1,2751.1,,,,,,,Display 1,12,12,Q1_answer
78,1789992546000,21/09/2026 12:09:06,1789992546000,1,21/09/2026 13:09:06,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_020,BLINDED,S1_PRIV_020,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G1,spreadsheet,spreadsheet,1,Display 2,Screen 1,,,response,16,,,,1582.3,,,1582.3,1,1582.3,,,,,,,Display 2,16,16,Q2_answer
79,1789992553000,21/09/2026 12:09:13,1789992553000,1,21/09/2026 13:09:13,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_020,BLINDED,S1_PRIV_020,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G1,spreadsheet,spreadsheet,1,Display 3,Screen 1,,,response,29,,,,4025.9,,,4025.9,1,4025.9,,,,,,,Display 3,29,29,Q3_answer
80,1789992560000,21/09/2026 12:09:20,1789992560000,1,21/09/2026 13:09:20,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_020,BLINDED,S1_PRIV_020,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G1,spreadsheet,spreadsheet,1,Display 4,Screen 1,,,response,26,,,,2515.6,,,2515.6,1,2515.6,,,,,,,Display 4,26,26,Q4_answer
81,1789992567000,21/09/2026 12:09:27,1789992567000,1,21/09/2026 13:09:27,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_021,BLINDED,S1_PRIV_021,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G1,spreadsheet,spreadsheet,1,Display 1,Screen 1,,,response,12,,,,3302.9,,,3302.9,1,3302.9,,,,,,,Display 1,12,12,Q1_answer
82,1789992574000,21/09/2026 12:09:34,1789992574000,1,21/09/2026 13:09:34,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_021,BLINDED,S1_PRIV_021,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G1,spreadsheet,spreadsheet,1,Display 2,Screen 1,,,response,16,,,,2108.3,,,2108.3,1,2108.3,,,,,,,Display 2,16,16,Q2_answer
83,1789992581000,21/09/2026 12:09:41,1789992581000,1,21/09/2026 13:09:41,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_021,BLINDED,S1_PRIV_021,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G1,spreadsheet,spreadsheet,1,Display 3,Screen 1,,,response,29,,,,6431.9,,,6431.9,1,6431.9,,,,,,,Display 3,29,29,Q3_answer
84,1789992588000,21/09/2026 12:09:48,1789992588000,1,21/09/2026 13:09:48,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_021,BLINDED,S1_PRIV_021,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G1,spreadsheet,spreadsheet,1,Display 4,Screen 1,,,response,26,,,,2032.9,,,2032.9,1,2032.9,,,,,,,Display 4,26,26,Q4_answer
85,1789992595000,21/09/2026 12:09:55,1789992595000,1,21/09/2026 13:09:55,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_022,BLINDED,S1_PRIV_022,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G1,spreadsheet,spreadsheet,1,Display 1,Screen 1,,,response,12,,,,2598.2,,,2598.2,1,2598.2,,,,,,,Display 1,12,12,Q1_answer
86,1789992602000,21/09/2026 12:10:02,1789992602000,1,21/09/2026 13:10:02,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_022,BLINDED,S1_PRIV_022,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G1,spreadsheet,spreadsheet,1,Display 2,Screen 1,,,response,16,,,,1850.1,,,1850.1,1,1850.1,,,,,,,Display 2,16,16,Q2_answer
87,1789992609000,21/09/2026 12:10:09,1789992609000,1,21/09/2026 13:10:09,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_022,BLINDED,S1_PRIV_022,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G1,spreadsheet,spreadsheet,1,Display 3,Screen 1,,,response,29,,,,1636.8,,,1636.8,1,1636.8,,,,,,,Display 3,29,29,Q3_answer
88,1789992616000,21/09/2026 12:10:16,1789992616000,1,21/09/2026 13:10:16,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_022,BLINDED,S1_PRIV_022,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G1,spreadsheet,spreadsheet,1,Display 4,Screen 1,,,response,26,,,,3991.7,,,3991.7,1,3991.7,,,,,,,Display 4,26,26,Q4_answer
89,1789992623000,21/09/2026 12:10:23,1789992623000,1,21/09/2026 13:10:23,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_023,BLINDED,S1_PRIV_023,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G1,spreadsheet,spreadsheet,1,Display 1,Screen 1,,,response,12,,,,2018.2,,,2018.2,1,2018.2,,,,,,,Display 1,12,12,Q1_answer
90,1789992630000,21/09/2026 12:10:30,1789992630000,1,21/09/2026 13:10:30,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_023,BLINDED,S1_PRIV_023,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G1,spreadsheet,spreadsheet,1,Display 2,Screen 1,,,response,16,,,,4061.3,,,4061.3,1,4061.3,,,,,,,Display 2,16,16,Q2_answer
91,1789992637000,21/09/2026 12:10:37,1789992637000,1,21/09/2026 13:10:37,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_023,BLINDED,S1_PRIV_023,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G1,spreadsheet,spreadsheet,1,Display 3,Screen 1,,,response,29,,,,2680.2,,,2680.2,1,2680.2,,,,,,,Display 3,29,29,Q3_answer
92,1789992644000,21/09/2026 12:10:44,1789992644000,1,21/09/2026 13:10:44,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_023,BLINDED,S1_PRIV_023,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G1,spreadsheet,spreadsheet,1,Display 4,Screen 1,,,response,26,,,,2619.2,,,2619.2,1,2619.2,,,,,,,Display 4,26,26,Q4_answer
93,1789992651000,21/09/2026 12:10:51,1789992651000,1,21/09/2026 13:10:51,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_024,BLINDED,S1_PRIV_024,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G1,spreadsheet,spreadsheet,1,Display 1,Screen 1,,,response,12,,,,5610.2,,,5610.2,1,5610.2,,,,,,,Display 1,12,12,Q1_answer
94,1789992658000,21/09/2026 12:10:58,1789992658000,1,21/09/2026 13:10:58,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_024,BLINDED,S1_PRIV_024,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G1,spreadsheet,spreadsheet,1,Display 2,Screen 1,,,response,16,,,,3050.2,,,3050.2,1,3050.2,,,,,,,Display 2,16,16,Q2_answer
95,1789992665000,21/09/2026 12:11:05,1789992665000,1,21/09/2026 13:11:05,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_024,BLINDED,S1_PRIV_024,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G1,spreadsheet,spreadsheet,1,Display 3,Screen 1,,,response,29,,,,2097.5,,,2097.5,1,2097.5,,,,,,,Display 3,29,29,Q3_answer
96,1789992672000,21/09/2026 12:11:12,1789992672000,1,21/09/2026 13:11:12,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_024,BLINDED,S1_PRIV_024,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G1,spreadsheet,spreadsheet,1,Display 4,Screen 1,,,response,26,,,,1974.7,,,1974.7,1,1974.7,,,,,,,Display 4,26,26,Q4_answer
97,1789992679000,21/09/2026 12:11:19,1789992679000,1,21/09/2026 13:11:19,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_025,BLINDED,S1_PRIV_025,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G1,spreadsheet,spreadsheet,1,Display 1,Screen 1,,,response,12,,,,2301.0,,,2301.0,1,2301.0,,,,,,,Display 1,12,12,Q1_answer
98,1789992686000,21/09/2026 12:11:26,1789992686000,1,21/09/2026 13:11:26,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_025,BLINDED,S1_PRIV_025,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G1,spreadsheet,spreadsheet,1,Display 2,Screen 1,,,response,16,,,,3245.1,,,3245.1,1,3245.1,,,,,,,Display 2,16,16,Q2_answer
99,1789992693000,21/09/2026 12:11:33,1789992693000,1,21/09/2026 13:11:33,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_025,BLINDED,S1_PRIV_025,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G1,spreadsheet,spreadsheet,1,Display 3,Screen 1,,,response,29,,,,4381.5,,,4381.5,1,4381.5,,,,,,,Display 3,29,29,Q3_answer
100,1789992700000,21/09/2026 12:11:40,1789992700000,1,21/09/2026 13:11:40,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_025,BLINDED,S1_PRIV_025,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G1,spreadsheet,spreadsheet,1,Display 4,Screen 1,,,response,26,,,,3181.8,,,3181.8,1,3181.8,,,,,,,Display 4,26,26,Q4_answer
101,1789992707000,21/09/2026 12:11:47,1789992707000,1,21/09/2026 13:11:47,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_026,BLINDED,S1_PRIV_026,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 1,Screen 1,,,response,12,,,,3360.6,,,3360.6,1,3360.6,,,,,,,Display 1,12,12,Q1_answer
102,1789992714000,21/09/2026 12:11:54,1789992714000,1,21/09/2026 13:11:54,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_026,BLINDED,S1_PRIV_026,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 2,Screen 1,,,response,16,,,,3218.4,,,3218.4,1,3218.4,,,,,,,Display 2,16,16,Q2_answer
103,1789992721000,21/09/2026 12:12:01,1789992721000,1,21/09/2026 13:12:01,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_026,BLINDED,S1_PRIV_026,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 3,Screen 1,,,response,29,,,,3496.8,,,3496.8,1,3496.8,,,,,,,Display 3,29,29,Q3_answer
104,1789992728000,21/09/2026 12:12:08,1789992728000,1,21/09/2026 13:12:08,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_026,BLINDED,S1_PRIV_026,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 4,Screen 1,,,response,26,,,,3388.4,,,3388.4,1,3388.4,,,,,,,Display 4,26,26,Q4_answer
105,1789992735000,21/09/2026 12:12:15,1789992735000,1,21/09/2026 13:12:15,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_027,BLINDED,S1_PRIV_027,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 1,Screen 1,,,response,12,,,,3412.0,,,3412.0,1,3412.0,,,,,,,Display 1,12,12,Q1_answer
106,1789992742000,21/09/2026 12:12:22,1789992742000,1,21/09/2026 13:12:22,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_027,BLINDED,S1_PRIV_027,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 2,Screen 1,,,response,16,,,,6244.4,,,6244.4,1,6244.4,,,,,,,Display 2,16,16,Q2_answer
107,1789992749000,21/09/2026 12:12:29,1789992749000,1,21/09/2026 13:12:29,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_027,BLINDED,S1_PRIV_027,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 3,Screen 1,,,response,29,,,,3198.6,,,3198.6,1,3198.6,,,,,,,Display 3,29,29,Q3_answer
108,1789992756000,21/09/2026 12:12:36,1789992756000,1,21/09/2026 13:12:36,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_027,BLINDED,S1_PRIV_027,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 4,Screen 1,,,response,26,,,,3054.3,,,3054.3,1,3054.3,,,,,,,Display 4,26,26,Q4_answer
