Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-m119,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Context,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: image,Spreadsheet: num_classes,Spreadsheet: colormap,Spreadsheet: variation,Spreadsheet: condition,Spreadsheet: trial_type,Spreadsheet: question,Spreadsheet: correct_answer,Spreadsheet: group_number
144,1789993008000,21/09/2026 12:16:48,1789993008000,1,21/09/2026 13:16:48,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_006,S1PUB006,S1_PRIV_006,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,24,Display 1,Screen 1,,,response,25,,,,6754.8,,,6754.8,0,6754.8,,,,Response,,,Display1,disc_30_1_tab20.png,30,tab20,1,baseline,discrimination,How many distinct classes do you see?,30,1
145,1789993015000,21/09/2026 12:16:55,1789993015000,1,21/09/2026 13:16:55,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_007,S1PUB007,S1_PRIV_007,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,1,Display 1,Screen 1,,,response,25,,,,5405.9,,,5405.9,0,5405.9,,,,Response,,,Display1,disc_30_1_tab20sa.png,30,tab20sa,1,sa,discrimination,How many distinct classes do you see?,30,1
146,1789993022000,21/09/2026 12:17:02,1789993022000,1,21/09/2026 13:17:02,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_007,S1PUB007,S1_PRIV_007,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,2,Display 1,Screen 1,,,response,5,,,,4746.9,,,4746.9,1,4746.9,,,,Response,,,Display1,disc_5_3_tab20sa.png,5,tab20sa,3,sa,discrimination,How many distinct classes do you see?,5,1
147,1789993029000,21/09/2026 12:17:09,1789993029000,1,21/09/2026 13:17:09,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_007,S1PUB007,S1_PRIV_007,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,3,Display 1,Screen 1,,,response,20,,,,3999.3,,,3999.3,1,3999.3,,,,Response,,,Display1,disc_20_1_tab20sa.png,20,tab20sa,1,sa,discrimination,How many distinct classes do you see?,20,1
148,1789993036000,21/09/2026 12:17:16,1789993036000,1,21/09/2026 13:17:16,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_007,S1PUB007,S1_PRIV_007,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,4,Display 1,Screen 1,,,response,15,,,,6162.4,,,6162.4,0,6162.4,,,,Response,,,Display1,disc_20_2_tab20sa.png,20,tab20sa,2,sa,discrimination,How many distinct classes do you see?,20,1
149,1789993043000,21/09/2026 12:17:23,1789993043000,1,21/09/2026 13:17:23,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_007,S1PUB007,S1_PRIV_007,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,5,Display 1,Screen 1,,,response,10,,,,3826.3,,,3826.3,1,3826.3,,,,Response,,,Display1,disc_10_2_tab20.png,10,tab20,2,baseline,discrimination,How many distinct classes do you see?,10,1
150,1789993050000,21/09/2026 12:17:30,1789993050000,1,21/09/2026 13:17:30,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_007,S1PUB007,S1_PRIV_007,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,6,Display 1,Screen 1,,,response,25,,,,10789.5,,,10789.5,0,10789.5,,,,Response,,,Display1,disc_30_2_tab20sa.png,30,tab20sa,2,sa,discrimination,How many distinct classes do you see?,30,1
151,1789993057000,21/09/2026 12:17:37,1789993057000,1,21/09/2026 13:17:37,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_007,S1PUB007,S1_PRIV_007,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,7,Display 1,Screen 1,,,response,5,,,,1958.0,,,1958.0,1,1958.0,,,,Response,,,Display1,disc_5_1_tab20sa.png,5,tab20sa,1,sa,discrimination,How many distinct classes do you see?,5,1
152,1789993064000,21/09/2026 12:17:44,1789993064000,1,21/09/2026 13:17:44,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_007,S1PUB007,S1_PRIV_007,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,8,Display 1,Screen 1,,,response,5,,,,3719.9,,,3719.9,1,3719.9,,,,Response,,,Display1,disc_5_3_tab20.png,5,tab20,3,baseline,discrimination,How many distinct classes do you see?,5,1
153,1789993071000,21/09/2026 12:17:51,1789993071000,1,21/09/2026 13:17:51,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_007,S1PUB007,S1_PRIV_007,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,9,Display 1,Screen 1,,,response,25,,,,4336.8,,,4336.8,0,4336.8,,,,Response,,,Display1,disc_30_3_tab20sa.png,30,tab20sa,3,sa,discrimination,How many distinct classes do you see?,30,1
154,1789993078000,21/09/2026 12:17:58,1789993078000,1,21/09/2026 13:17:58,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_007,S1PUB007,S1_PRIV_007,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,10,Display 1,Screen 1,,,response,30,,,,9228.8,,,9228.8,1,9228.8,,,,Response,,,Display1,disc_30_3_tab20.png,30,tab20,3,baseline,discrimination,How many distinct classes do you see?,30,1
155,1789993085000,21/09/2026 12:18:05,1789993085000,1,21/09/2026 13:18:05,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_007,S1PUB007,S1_PRIV_007,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,11,Display 1,Screen 1,,,response,20,,,,7834.1,,,7834.1,1,7834.1,,,,Response,,,Display1,disc_20_3_tab20sa.png,20,tab20sa,3,sa,discrimination,How many distinct classes do you see?,20,1
156,1789993092000,21/09/2026 12:18:12,1789993092000,1,21/09/2026 13:18:12,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_007,S1PUB007,S1_PRIV_007,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,12,Display 1,Screen 1,,,response,10,,,,2209.6,,,2209.6,1,2209.6,,,,Response,,,Display1,disc_10_1_tab20.png,10,tab20,1,baseline,discrimination,How many distinct classes do you see?,10,1
157,1789993099000,21/09/2026 12:18:19,1789993099000,1,21/09/2026 13:18:19,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_007,S1PUB007,S1_PRIV_007,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,13,Display 1,Screen 1,,,response,15,,,,5844.3,,,5844.3,0,5844.3,,,,Response,,,Display1,disc_20_3_tab20.png,20,tab20,3,baseline,discrimination,How many distinct classes do you see?,20,1
158,1789993106000,21/09/2026 12:18:26,1789993106000,1,21/09/2026 13:18:26,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_007,S1PUB007,S1_PRIV_007,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,14,Display 1,Screen 1,,,response,25,,,,5592.7,,,5592.7,0,5592.7,,,,Response,,,Display1,disc_30_1_tab20.png,30,tab20,1,baseline,discrimination,How many distinct classes do you see?,30,1
159,1789993113000,21/09/2026 12:18:33,1789993113000,1,21/09/2026 13:18:33,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_007,S1PUB007,S1_PRIV_007,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,15,Display 1,Screen 1,,,response,10,,,,5505.0,,,5505.0,1,5505.0,,,,Response,,,Display1,disc_10_3_tab20sa.png,10,tab20sa,3,sa,discrimination,How many distinct classes do you see?,10,1
160,1789993120000,21/09/2026 12:18:40,1789993120000,1,21/09/2026 13:18:40,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_007,S1PUB007,S1_PRIV_007,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,16,Display 1,Screen 1,,,response,10,,,,11523.9,,,11523.9,1,11523.9,,,,Response,,,Display1,disc_10_3_tab20.png,10,tab20,3,baseline,discrimination,How many distinct classes do you see?,10,1
161,1789993127000,21/09/2026 12:18:47,1789993127000,1,21/09/2026 13:18:47,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_007,S1PUB007,S1_PRIV_007,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,17,Display 1,Screen 1,,,response,5,,,,3663.8,,,3663.8,1,3663.8,,,,Response,,,Display1,disc_5_1_tab20.png,5,tab20,1,baseline,discrimination,How many distinct classes do you see?,5,1
162,1789993134000,21/09/2026 12:18:54,1789993134000,1,21/09/2026 13:18:54,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_007,S1PUB007,S1_PRIV_007,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,18,Display 1,Screen 1,,,response,10,,,,3613.6,,,3613.6,1,3613.6,,,,Response,,,Display1,disc_10_1_tab20sa.png,10,tab20sa,1,sa,discrimination,How many distinct classes do you see?,10,1
163,1789993141000,21/09/2026 12:19:01,1789993141000,1,21/09/2026 13:19:01,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_007,S1PUB007,S1_PRIV_007,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,19,Display 1,Screen 1,,,response,10,,,,5181.3,,,5181.3,1,5181.3,,,,Response,,,Display1,disc_10_2_tab20sa.png,10,tab20sa,2,sa,discrimination,How many distinct classes do you see?,10,1
164,1789993148000,21/09/2026 12:19:08,1789993148000,1,21/09/2026 13:19:08,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_007,S1PUB007,S1_PRIV_007,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,20,Display 1,Screen 1,,,response,20,,,,3194.9,,,3194.9,1,3194.9,,,,Response,,,Display1,disc_20_1_tab20.png,20,tab20,1,baseline,discrimination,How many distinct classes do you see?,20,1
165,1789993155000,21/09/2026 12:19:15,1789993155000,1,21/09/2026 13:19:15,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_007,S1PUB007,S1_PRIV_007,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,21,Display 1,Screen 1,,,response,30,,,,5753.7,,,5753.7,1,5753.7,,,,Response,,,Display1,disc_30_2_tab20.png,30,tab20,2,baseline,discrimination,How many distinct classes do you see?,30,1
166,1789993162000,21/09/2026 12:19:22,1789993162000,1,21/09/2026 13:19:22,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_007,S1PUB007,S1_PRIV_007,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,22,Display 1,Screen 1,,,response,15,,,,2724.5,,,2724.5,0,2724.5,,,,Response,,,Display1,disc_20_2_tab20.png,20,tab20,2,baseline,discrimination,How many distinct classes do you see?,20,1
167,1789993169000,21/09/2026 12:19:29,1789993169000,1,21/09/2026 13:19:29,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_007,S1PUB007,S1_PRIV_007,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,23,Display 1,Screen 1,,,response,5,,,,3142.3,,,3142.3,1,3142.3,,,,Response,,,Display1,disc_5_2_tab20sa.png,5,tab20sa,2,sa,discrimination,How many distinct classes do you see?,5,1
168,1789993176000,21/09/2026 12:19:36,1789993176000,1,21/09/2026 13:19:36,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_007,S1PUB007,S1_PRIV_007,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,24,Display 1,Screen 1,,,response,5,,,,1646.8,,,1646.8,1,1646.8,,,,Response,,,Display1,disc_5_2_tab20.png,5,tab20,2,baseline,discrimination,How many distinct classes do you see?,5,1
169,1789993183000,21/09/2026 12:19:43,1789993183000,1,21/09/2026 13:19:43,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_008,S1PUB008,S1_PRIV_008,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,1,Display 1,Screen 1,,,response,5,,,,2249.3,,,2249.3,1,2249.3,,,,Response,,,Display1,disc_5_1_tab20sa.png,5,tab20sa,1,sa,discrimination,How many distinct classes do you see?,5,1
170,1789993190000,21/09/2026 12:19:50,1789993190000,1,21/09/2026 13:19:50,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_008,S1PUB008,S1_PRIV_008,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,2,Display 1,Screen 1,,,response,5,,,,7695.9,,,7695.9,1,7695.9,,,,Response,,,Display1,disc_5_3_tab20sa.png,5,tab20sa,3,sa,discrimination,How many distinct classes do you see?,5,1
171,1789993197000,21/09/2026 12:19:57,1789993197000,1,21/09/2026 13:19:57,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_008,S1PUB008,S1_PRIV_008,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,3,Display 1,Screen 1,,,response,5,,,,1363.6,,,1363.6,1,1363.6,,,,Response,,,Display1,disc_5_1_tab20.png,5,tab20,1,baseline,discrimination,How many distinct classes do you see?,5,1
172,1789993204000,21/09/2026 12:20:04,1789993204000,1,21/09/2026 13:20:04,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_008,S1PUB008,S1_PRIV_008,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,4,Display 1,Screen 1,,,response,25,,,,4205.9,,,4205.9,0,4205.9,,,,Response,,,Display1,disc_30_1_tab20.png,30,tab20,1,baseline,discrimination,How many distinct classes do you see?,30,1
173,1789993211000,21/09/2026 12:20:11,1789993211000,1,21/09/2026 13:20:11,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_008,S1PUB008,S1_PRIV_008,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,5,Display 1,Screen 1,,,response,30,,,,5578.7,,,5578.7,1,5578.7,,,,Response,,,Display1,disc_30_2_tab20.png,30,tab20,2,baseline,discrimination,How many distinct classes do you see?,30,1
174,1789993218000,21/09/2026 12:20:18,1789993218000,1,21/09/2026 13:20:18,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_008,S1PUB008,S1_PRIV_008,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,6,Display 1,Screen 1,,,response,5,,,,3970.5,,,3970.5,1,3970.5,,,,Response,,,Display1,disc_5_2_tab20sa.png,5,tab20sa,2,sa,discrimination,How many distinct classes do you see?,5,1
175,1789993225000,21/09/2026 12:20:25,1789993225000,1,21/09/2026 13:20:25,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_008,S1PUB008,S1_PRIV_008,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,7,Display 1,Screen 1,,,response,5,,,,3037.9,,,3037.9,1,3037.9,,,,Response,,,Display1,disc_5_2_tab20.png,5,tab20,2,baseline,discrimination,How many distinct classes do you see?,5,1
176,1789993232000,21/09/2026 12:20:32,1789993232000,1,21/09/2026 13:20:32,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_008,S1PUB008,S1_PRIV_008,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,8,Display 1,Screen 1,,,response,10,,,,5082.8,,,5082.8,1,5082.8,,,,Response,,,Display1,disc_10_2_tab20sa.png,10,tab20sa,2,sa,discrimination,How many distinct classes do you see?,10,1
177,1789993239000,21/09/2026 12:20:39,1789993239000,1,21/09/2026 13:20:39,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_008,S1PUB008,S1_PRIV_008,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,9,Display 1,Screen 1,,,response,20,,,,4080.9,,,4080.9,1,4080.9,,,,Response,,,Display1,disc_20_1_tab20.png,20,tab20,1,baseline,discrimination,How many distinct classes do you see?,20,1
178,1789993246000,21/09/2026 12:20:46,1789993246000,1,21/09/2026 13:20:46,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_008,S1PUB008,S1_PRIV_008,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,10,Display 1,Screen 1,,,response,30,,,,7038.1,,,7038.1,1,7038.1,,,,Response,,,Display1,disc_30_1_tab20sa.png,30,tab20sa,1,sa,discrimination,How many distinct classes do you see?,30,1
179,1789993253000,21/09/2026 12:20:53,1789993253000,1,21/09/2026 13:20:53,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_008,S1PUB008,S1_PRIV_008,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,11,Display 1,Screen 1,,,response,25,,,,3846.6,,,3846.6,0,3846.6,,,,Response,,,Display1,disc_30_2_tab20sa.png,30,tab20sa,2,sa,discrimination,How many distinct classes do you see?,30,1
180,1789993260000,21/09/2026 12:21:00,1789993260000,1,21/09/2026 13:21:00,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_008,S1PUB008,S1_PRIV_008,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,12,Display 1,Screen 1,,,response,10,,,,5974.2,,,5974.2,1,5974.2,,,,Response,,,Display1,disc_10_1_tab20sa.png,10,tab20sa,1,sa,discrimination,How many distinct classes do you see?,10,1
181,1789993267000,21/09/2026 12:21:07,1789993267000,1,21/09/2026 13:21:07,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_008,S1PUB008,S1_PRIV_008,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,13,Display 1,Screen 1,,,response,15,,,,6548.4,,,6548.4,0,6548.4,,,,Response,,,Display1,disc_20_3_tab20.png,20,tab20,3,baseline,discrimination,How many distinct classes do you see?,20,1
182,1789993274000,21/09/2026 12:21:14,1789993274000,1,21/09/2026 13:21:14,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_008,S1PUB008,S1_PRIV_008,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,14,Display 1,Screen 1,,,response,10,,,,5591.6,,,5591.6,0,5591.6,,,,Response,,,Display1,disc_5_3_tab20.png,5,tab20,3,baseline,discrimination,How many distinct classes do you see?,5,1
183,1789993281000,21/09/2026 12:21:21,1789993281000,1,21/09/2026 13:21:21,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_008,S1PUB008,S1_PRIV_008,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,15,Display 1,Screen 1,,,response,10,,,,6482.8,,,6482.8,1,6482.8,,,,Response,,,Display1,disc_10_3_tab20.png,10,tab20,3,baseline,discrimination,How many distinct classes do you see?,10,1
184,1789993288000,21/09/2026 12:21:28,1789993288000,1,21/09/2026 13:21:28,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_008,S1PUB008,S1_PRIV_008,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,16,Display 1,Screen 1,,,response,25,,,,5802.2,,,5802.2,0,5802.2,,,,Response,,,Display1,disc_30_3_tab20sa.png,30,tab20sa,3,sa,discrimination,How many distinct classes do you see?,30,1
185,1789993295000,21/09/2026 12:21:35,1789993295000,1,21/09/2026 13:21:35,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_008,S1PUB008,S1_PRIV_008,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,17,Display 1,Screen 1,,,response,10,,,,2966.3,,,2966.3,1,2966.3,,,,Response,,,Display1,disc_10_3_tab20sa.png,10,tab20sa,3,sa,discrimination,How many distinct classes do you see?,10,1
186,1789993302000,21/09/2026 12:21:42,1789993302000,1,21/09/2026 13:21:42,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_008,S1PUB008,S1_PRIV_008,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,18,Display 1,Screen 1,,,response,20,,,,4342.3,,,4342.3,1,4342.3,,,,Response,,,Display1,disc_20_2_tab20.png,20,tab20,2,baseline,discrimination,How many distinct classes do you see?,20,1
187,1789993309000,21/09/2026 12:21:49,1789993309000,1,21/09/2026 13:21:49,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_008,S1PUB008,S1_PRIV_008,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,19,Display 1,Screen 1,,,response,20,,,,5700.3,,,5700.3,1,5700.3,,,,Response,,,Display1,disc_20_3_tab20sa.png,20,tab20sa,3,sa,discrimination,How many distinct classes do you see?,20,1
188,1789993316000,21/09/2026 12:21:56,1789993316000,1,21/09/2026 13:21:56,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_008,S1PUB008,S1_PRIV_008,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,20,Display 1,Screen 1,,,response,10,,,,7978.3,,,7978.3,1,7978.3,,,,Response,,,Display1,disc_10_2_tab20.png,10,tab20,2,baseline,discrimination,How many distinct classes do you see?,10,1
189,1789993323000,21/09/2026 12:22:03,1789993323000,1,21/09/2026 13:22:03,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_008,S1PUB008,S1_PRIV_008,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,21,Display 1,Screen 1,,,response,25,,,,5267.5,,,5267.5,0,5267.5,,,,Response,,,Display1,disc_30_3_tab20.png,30,tab20,3,baseline,discrimination,How many distinct classes do you see?,30,1
190,1789993330000,21/09/2026 12:22:10,1789993330000,1,21/09/2026 13:22:10,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_008,S1PUB008,S1_PRIV_008,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,22,Display 1,Screen 1,,,response,20,,,,11320.8,,,11320.8,1,11320.8,,,,Response,,,Display1,disc_20_2_tab20sa.png,20,tab20sa,2,sa,discrimination,How many distinct classes do you see?,20,1
191,1789993337000,21/09/2026 12:22:17,1789993337000,1,21/09/2026 13:22:17,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_008,S1PUB008,S1_PRIV_008,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,23,Display 1,Screen 1,,,response,10,,,,3516.0,,,3516.0,1,3516.0,,,,Response,,,Display1,disc_10_1_tab20.png,10,tab20,1,baseline,discrimination,How many distinct classes do you see?,10,1
