Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-m119,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Context,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: trial_number,Spreadsheet: image_left,Spreadsheet: image_right,Spreadsheet: correct_answer,Spreadsheet: left_option,Spreadsheet: right_option,Spreadsheet: confidence_rating
132,1789992924000,21/09/2026 12:15:24,1789992924000,1,21/09/2026 13:15:24,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_011,BLINDED,S1_PRIV_011,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,12,Display 1,Screen 1,,,response,baseline.png,,,,4475.3,,,4475.3,,4475.3,,,,,,,Display 1,12,compare_10_medium_optimized.png,compare_10_medium_baseline.png,optimized.png,baseline.png,optimized.png,
133,1789992931000,21/09/2026 12:15:31,1789992931000,1,21/09/2026 13:15:31,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_012,BLINDED,S1_PRIV_012,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,1,Display 1,Screen 1,,,response,optimized.png,,,,3307.9,,,3307.9,,3307.9,,,,,,,Display 1,1,compare_10_hard_baseline.png,compare_10_hard_optimized.png,optimized.png,optimized.png,baseline.png,
134,1789992938000,21/09/2026 12:15:38,1789992938000,1,21/09/2026 13:15:38,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_012,BLINDED,S1_PRIV_012,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,2,Display 1,Screen 1,,,response,optimized.png,,,,10192.7,,,10192.7,,10192.7,,,,,,,Display 1,2,compare_30_medium_optimized.png,compare_30_medium_baseline.png,optimized.png,optimized.png,baseline.png,
135,1789992945000,21/09/2026 12:15:45,1789992945000,1,21/09/2026 13:15:45,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_012,BLINDED,S1_PRIV_012,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,3,Display 1,Screen 1,,,response,optimized.png,,,,5372.7,,,5372.7,,5372.7,,,,,,,Display 1,3,compare_30_easy_baseline.png,compare_30_easy_optimized.png,optimized.png,baseline.png,optimized.png,
136,1789992952000,21/09/2026 12:15:52,1789992952000,1,21/09/2026 13:15:52,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_012,BLINDED,S1_PRIV_012,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,4,Display 1,Screen 1,,,response,baseline.png,,,,3212.5,,,3212.5,,3212.5,,,,,,,Display 1,4,compare_20_hard_optimized.png,compare_20_hard_baseline.png,optimized.png,optimized.png,baseline.png,
137,1789992959000,21/09/2026 12:15:59,1789992959000,1,21/09/2026 13:15:59,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_012,BLINDED,S1_PRIV_012,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,5,Display 1,Screen 1,,,response,baseline.png,,,,5757.5,,,5757.5,,5757.5,,,,,,,Display 1,5,compare_20_medium_baseline.png,compare_20_medium_optimized.png,optimized.png,optimized.png,baseline.png,
138,1789992966000,21/09/2026 12:16:06,1789992966000,1,21/09/2026 13:16:06,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_012,BLINDED,S1_PRIV_012,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,6,Display 1,Screen 1,,,response,baseline.png,,,,3457.1,,,3457.1,,3457.1,,,,,,,Display 1,6,compare_5_hard_baseline.png,compare_5_hard_optimized.png,optimized.png,baseline.png,optimized.png,
139,1789992973000,21/09/2026 12:16:13,1789992973000,1,21/09/2026 13:16:13,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_012,BLINDED,S1_PRIV_012,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,7,Display 1,Screen 1,,,response,optimized.png,,,,2198.5,,,2198.5,,2198.5,,,,,,,Display 1,7,compare_5_easy_optimized.png,compare_5_easy_baseline.png,optimized.png,baseline.png,optimized.png,
140,1789992980000,21/09/2026 12:16:20,1789992980000,1,21/09/2026 13:16:20,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_012,BLINDED,S1_PRIV_012,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,8,Display 1,Screen 1,,,response,optimized.png,,,,2671.8,,,2671.8,,2671.8,,,,,,,Display 1,8,compare_10_medium_baseline.png,compare_10_medium_optimized.png,optimized.png,baseline.png,optimized.png,
141,1789992987000,21/09/2026 12:16:27,1789992987000,1,21/09/2026 13:16:27,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_012,BLINDED,S1_PRIV_012,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,9,Display 1,Screen 1,,,response,baseline.png,,,,3553.2,,,3553.2,,3553.2,,,,,,,Display 1,9,compare_5_medium_optimized.png,compare_5_medium_baseline.png,optimized.png,baseline.png,optimized.png,
142,1789992994000,21/09/2026 12:16:34,1789992994000,1,21/09/2026 13:16:34,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_012,BLINDED,S1_PRIV_012,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,10,Display 1,Screen 1,,,response,optimized.png,,,,4159.3,,,4159.3,,4159.3,,,,,,,Display 1,10,compare_20_easy_baseline.png,compare_20_easy_optimized.png,optimized.png,baseline.png,optimized.png,
143,1789993001000,21/09/2026 12:16:41,1789993001000,1,21/09/2026 13:16:41,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_012,BLINDED,S1_PRIV_012,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,11,Display 1,Screen 1,,,response,baseline.png,,,,6990.4,,,6990.4,,6990.4,,,,,,,Display 1,11,compare_30_hard_optimized.png,compare_30_hard_baseline.png,optimized.png,baseline.png,optimized.png,
144,1789993008000,21/09/2026 12:16:48,1789993008000,1,21/09/2026 13:16:48,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_012,BLINDED,S1_PRIV_012,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,12,Display 1,Screen 1,,,response,baseline.png,,,,3525.3,,,3525.3,,3525.3,,,,,,,Display 1,12,compare_10_easy_optimized.png,compare_10_easy_baseline.png,optimized.png,optimized.png,baseline.png,
145,1789993015000,21/09/2026 12:16:55,1789993015000,1,21/09/2026 13:16:55,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_013,BLINDED,S1_PRIV_013,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,1,Display 1,Screen 1,,,response,optimized.png,,,,3099.2,,,3099.2,,3099.2,,,,,,,Display 1,1,compare_10_hard_baseline.png,compare_10_hard_optimized.png,optimized.png,optimized.png,baseline.png,
146,1789993022000,21/09/2026 12:17:02,1789993022000,1,21/09/2026 13:17:02,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_013,BLINDED,S1_PRIV_013,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,2,Display 1,Screen 1,,,response,optimized.png,,,,4553.9,,,4553.9,,4553.9,,,,,,,Display 1,2,compare_5_hard_baseline.png,compare_5_hard_optimized.png,optimized.png,optimized.png,baseline.png,
147,1789993029000,21/09/2026 12:17:09,1789993029000,1,21/09/2026 13:17:09,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_013,BLINDED,S1_PRIV_013,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,3,Display 1,Screen 1,,,response,optimized.png,,,,6569.9,,,6569.9,,6569.9,,,,,,,Display 1,3,compare_20_medium_baseline.png,compare_20_medium_optimized.png,optimized.png,baseline.png,optimized.png,
148,1789993036000,21/09/2026 12:17:16,1789993036000,1,21/09/2026 13:17:16,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_013,BLINDED,S1_PRIV_013,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,4,Display 1,Screen 1,,,response,baseline.png,,,,5264.9,,,5264.9,,5264.9,,,,,,,Display 1,4,compare_10_easy_optimized.png,compare_10_easy_baseline.png,optimized.png,baseline.png,optimized.png,
149,1789993043000,21/09/2026 12:17:23,1789993043000,1,21/09/2026 13:17:23,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_013,BLINDED,S1_PRIV_013,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,5,Display 1,Screen 1,,,response,optimized.png,,,,6068.2,,,6068.2,,6068.2,,,,,,,Display 1,5,compare_20_hard_optimized.png,compare_20_hard_baseline.png,optimized.png,optimized.png,baseline.png,
150,1789993050000,21/09/2026 12:17:30,1789993050000,1,21/09/2026 13:17:30,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_013,BLINDED,S1_PRIV_013,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,6,Display 1,Screen 1,,,response,optimized.png,,,,7279.7,,,7279.7,,7279.7,,,,,,,Display 1,6,compare_30_easy_optimized.png,compare_30_easy_baseline.png,optimized.png,optimized.png,baseline.png,
151,1789993057000,21/09/2026 12:17:37,1789993057000,1,21/09/2026 13:17:37,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_013,BLINDED,S1_PRIV_013,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,7,Display 1,Screen 1,,,response,optimized.png,,,,3215.6,,,3215.6,,3215.6,,,,,,,Display 1,7,compare_10_medium_optimized.png,compare_10_medium_baseline.png,optimized.png,baseline.png,optimized.png,
152,1789993064000,21/09/2026 12:17:44,1789993064000,1,21/09/2026 13:17:44,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_013,BLINDED,S1_PRIV_013,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,8,Display 1,Screen 1,,,response,optimized.png,,,,2800.5,,,2800.5,,2800.5,,,,,,,Display 1,8,compare_20_easy_baseline.png,compare_20_easy_optimized.png,optimized.png,baseline.png,optimized.png,
153,1789993071000,21/09/2026 12:17:51,1789993071000,1,21/09/2026 13:17:51,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_013,BLINDED,S1_PRIV_013,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,9,Display 1,Screen 1,,,response,optimized.png,,,,3602.2,,,3602.2,,3602.2,,,,,,,Display 1,9,compare_5_easy_optimized.png,compare_5_easy_baseline.png,optimized.png,optimized.png,baseline.png,
154,1789993078000,21/09/2026 12:17:58,1789993078000,1,21/09/2026 13:17:58,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_013,BLINDED,S1_PRIV_013,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,10,Display 1,Screen 1,,,response,baseline.png,,,,4678.7,,,4678.7,,4678.7,,,,,,,Display 1,10,compare_30_hard_baseline.png,compare_30_hard_optimized.png,optimized.png,optimized.png,baseline.png,
155,1789993085000,21/09/2026 12:18:05,1789993085000,1,21/09/2026 13:18:05,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_013,BLINDED,S1_PRIV_013,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,11,Display 1,Screen 1,,,response,baseline.png,,,,2339.4,,,2339.4,,2339.4,,,,,,,Display 1,11,compare_5_medium_optimized.png,compare_5_medium_baseline.png,optimized.png,optimized.png,baseline.png,
156,1789993092000,21/09/2026 12:18:12,1789993092000,1,21/09/2026 13:18:12,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_013,BLINDED,S1_PRIV_013,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,12,Display 1,Screen 1,,,response,optimized.png,,,,4804.4,,,4804.4,,4804.4,,,,,,,Display 1,12,compare_30_medium_baseline.png,compare_30_medium_optimized.png,optimized.png,baseline.png,optimized.png,
157,1789993099000,21/09/2026 12:18:19,1789993099000,1,21/09/2026 13:18:19,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_014,BLINDED,S1_PRIV_014,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,1,Display 1,Screen 1,,,response,optimized.png,,,,3696.4,,,3696.4,,3696.4,,,,,,,Display 1,1,compare_10_easy_optimized.png,compare_10_easy_baseline.png,optimized.png,optimized.png,baseline.png,
158,1789993106000,21/09/2026 12:18:26,1789993106000,1,21/09/2026 13:18:26,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_014,BLINDED,S1_PRIV_014,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,2,Display 1,Screen 1,,,response,baseline.png,,,,5341.7,,,5341.7,,5341.7,,,,,,,Display 1,2,compare_10_medium_baseline.png,compare_10_medium_optimized.png,optimized.png,baseline.png,optimized.png,
159,1789993113000,21/09/2026 12:18:33,1789993113000,1,21/09/2026 13:18:33,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_014,BLINDED,S1_PRIV_014,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,3,Display 1,Screen 1,,,response,optimized.png,,,,7454.8,,,7454.8,,7454.8,,,,,,,Display 1,3,compare_30_easy_baseline.png,compare_30_easy_optimized.png,optimized.png,optimized.png,baseline.png,
160,1789993120000,21/09/2026 12:18:40,1789993120000,1,21/09/2026 13:18:40,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_014,BLINDED,S1_PRIV_014,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,4,Display 1,Screen 1,,,response,baseline.png,,,,7835.1,,,7835.1,,7835.1,,,,,,,Display 1,4,compare_30_medium_optimized.png,compare_30_medium_baseline.png,optimized.png,optimized.png,baseline.png,
161,1789993127000,21/09/2026 12:18:47,1789993127000,1,21/09/2026 13:18:47,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_014,BLINDED,S1_PRIV_014,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,5,Display 1,Screen 1,,,response,optimized.png,,,,8140.5,,,8140.5,,8140.5,,,,,,,Display 1,5,compare_30_hard_optimized.png,compare_30_hard_baseline.png,optimized.png,baseline.png,optimized.png,
162,1789993134000,21/09/2026 12:18:54,1789993134000,1,21/09/2026 13:18:54,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_014,BLINDED,S1_PRIV_014,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,6,Display 1,Screen 1,,,response,optimized.png,,,,6586.4,,,6586.4,,6586.4,,,,,,,Display 1,6,compare_20_hard_baseline.png,compare_20_hard_optimized.png,optimized.png,baseline.png,optimized.png,
163,1789993141000,21/09/2026 12:19:01,1789993141000,1,21/09/2026 13:19:01,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_014,BLINDED,S1_PRIV_014,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,7,Display 1,Screen 1,,,response,baseline.png,,,,5486.9,,,5486.9,,5486.9,,,,,,,Display 1,7,compare_5_hard_optimized.png,compare_5_hard_baseline.png,optimized.png,baseline.png,optimized.png,
164,1789993148000,21/09/2026 12:19:08,1789993148000,1,21/09/2026 13:19:08,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_014,BLINDED,S1_PRIV_014,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,8,Display 1,Screen 1,,,response,optimized.png,,,,2552.1,,,2552.1,,2552.1,,,,,,,Display 1,8,compare_20_easy_optimized.png,compare_20_easy_baseline.png,optimized.png,optimized.png,baseline.png,
165,1789993155000,21/09/2026 12:19:15,1789993155000,1,21/09/2026 13:19:15,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_014,BLINDED,S1_PRIV_014,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,9,Display 1,Screen 1,,,response,baseline.png,,,,1968.2,,,1968.2,,1968.2,,,,,,,Display 1,9,compare_5_easy_optimized.png,compare_5_easy_baseline.png,optimized.png,baseline.png,optimized.png,
166,1789993162000,21/09/2026 12:19:22,1789993162000,1,21/09/2026 13:19:22,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_014,BLINDED,S1_PRIV_014,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,10,Display 1,Screen 1,,,response,optimized.png,,,,4669.1,,,4669.1,,4669.1,,,,,,,Display 1,10,compare_5_medium_optimized.png,compare_5_medium_baseline.png,optimized.png,optimized.png,baseline.png,
167,1789993169000,21/09/2026 12:19:29,1789993169000,1,21/09/2026 13:19:29,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_014,BLINDED,S1_PRIV_014,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,11,Display 1,Screen 1,,,response,optimized.png,,,,3503.4,,,3503.4,,3503.4,,,,,,,Display 1,11,compare_20_medium_baseline.png,compare_20_medium_optimized.png,optimized.png,baseline.png,optimized.png,
168,1789993176000,21/09/2026 12:19:36,1789993176000,1,21/09/2026 13:19:36,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_014,BLINDED,S1_PRIV_014,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,12,Display 1,Screen 1,,,response,optimized.png,,,,3548.0,,,3548.0,,3548.0,,,,,,,Display 1,12,compare_10_hard_baseline.png,compare_10_hard_optimized.png,optimized.png,baseline.png,optimized.png,
169,1789993183000,21/09/2026 12:19:43,1789993183000,1,21/09/2026 13:19:43,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_015,BLINDED,S1_PRIV_015,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,1,Display 1,Screen 1,,,response,baseline.png,,,,2292.6,,,2292.6,,2292.6,,,,,,,Display 1,1,compare_20_easy_optimized.png,compare_20_easy_baseline.png,optimized.png,baseline.png,optimized.png,
170,1789993190000,21/09/2026 12:19:50,1789993190000,1,21/09/2026 13:19:50,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_015,BLINDED,S1_PRIV_015,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,2,Display 1,Screen 1,,,response,baseline.png,,,,2752.1,,,2752.1,,2752.1,,,,,,,Display 1,2,compare_20_hard_optimized.png,compare_20_hard_baseline.png,optimized.png,optimized.png,baseline.png,
171,1789993197000,21/09/2026 12:19:57,1789993197000,1,21/09/2026 13:19:57,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_015,BLINDED,S1_PRIV_015,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,3,Display 1,Screen 1,,,response,optimized.png,,,,3693.5,,,3693.5,,3693.5,,,,,,,Display 1,3,compare_5_hard_optimized.png,compare_5_hard_baseline.png,optimized.png,baseline.png,optimized.png,
172,1789993204000,21/09/2026 12:20:04,1789993204000,1,21/09/2026 13:20:04,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_015,BLINDED,S1_PRIV_015,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,4,Display 1,Screen 1,,,response,baseline.png,,,,5713.3,,,5713.3,,5713.3,,,,,,,Display 1,4,compare_30_medium_baseline.png,compare_30_medium_optimized.png,optimized.png,baseline.png,optimized.png,
173,1789993211000,21/09/2026 12:20:11,1789993211000,1,21/09/2026 13:20:11,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_015,BLINDED,S1_PRIV_015,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,5,Display 1,Screen 1,,,response,optimized.png,,,,4724.6,,,4724.6,,4724.6,,,,,,,Display 1,5,compare_30_easy_baseline.png,compare_30_easy_optimized.png,optimized.png,optimized.png,baseline.png,
174,1789993218000,21/09/2026 12:20:18,1789993218000,1,21/09/2026 13:20:18,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_015,BLINDED,S1_PRIV_015,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,6,Display 1,Screen 1,,,response,baseline.png,,,,5285.0,,,5285.0,,5285.0,,,,,,,Display 1,6,compare_10_hard_optimized.png,compare_10_hard_baseline.png,optimized.png,baseline.png,optimized.png,
175,1789993225000,21/09/2026 12:20:25,1789993225000,1,21/09/2026 13:20:25,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_015,BLINDED,S1_PRIV_015,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,7,Display 1,Screen 1,,,response,optimized.png,,,,3469.0,,,3469.0,,3469.0,,,,,,,Display 1,7,compare_20_medium_baseline.png,compare_20_medium_optimized.png,optimized.png,optimized.png,baseline.png,
