Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-m119,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Context,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: image,Spreadsheet: num_classes,Spreadsheet: colormap,Spreadsheet: variation,Spreadsheet: condition,Spreadsheet: trial_type,Spreadsheet: question,Spreadsheet: correct_answer,Spreadsheet: group_number
281,1789993967000,21/09/2026 12:32:47,1789993967000,1,21/09/2026 13:32:47,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_037,S1PUB037,S1_PRIV_037,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,17,Display 1,Screen 1,,,response,5,,,,3434.3,,,3434.3,1,3434.3,,,,Response,,,Display1,disc_5_2_tab20sa.png,5,tab20sa,2,sa,discrimination,How many distinct classes do you see?,5,2
282,1789993974000,21/09/2026 12:32:54,1789993974000,1,21/09/2026 13:32:54,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_037,S1PUB037,S1_PRIV_037,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,18,Display 1,Screen 1,,,response,30,,,,5495.6,,,5495.6,1,5495.6,,,,Response,,,Display1,disc_30_2_tab20sa.png,30,tab20sa,2,sa,discrimination,How many distinct classes do you see?,30,2
283,1789993981000,21/09/2026 12:33:01,1789993981000,1,21/09/2026 13:33:01,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_037,S1PUB037,S1_PRIV_037,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,19,Display 1,Screen 1,,,response,30,,,,6642.4,,,6642.4,1,6642.4,,,,Response,,,Display1,disc_30_3_tab20.png,30,tab20,3,baseline,discrimination,How many distinct classes do you see?,30,2
284,1789993988000,21/09/2026 12:33:08,1789993988000,1,21/09/2026 13:33:08,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_037,S1PUB037,S1_PRIV_037,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,20,Display 1,Screen 1,,,response,10,,,,2532.6,,,2532.6,1,2532.6,,,,Response,,,Display1,disc_10_1_tab20sa.png,10,tab20sa,1,sa,discrimination,How many distinct classes do you see?,10,2
285,1789993995000,21/09/2026 12:33:15,1789993995000,1,21/09/2026 13:33:15,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_037,S1PUB037,S1_PRIV_037,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,21,Display 1,Screen 1,,,response,25,,,,11429.4,,,11429.4,0,11429.4,,,,Response,,,Display1,disc_30_2_tab20.png,30,tab20,2,baseline,discrimination,How many distinct classes do you see?,30,2
286,1789994002000,21/09/2026 12:33:22,1789994002000,1,21/09/2026 13:33:22,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_037,S1PUB037,S1_PRIV_037,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,22,Display 1,Screen 1,,,response,10,,,,6102.5,,,6102.5,1,6102.5,,,,Response,,,Display1,disc_10_3_tab20sa.png,10,tab20sa,3,sa,discrimination,How many distinct classes do you see?,10,2
287,1789994009000,21/09/2026 12:33:29,1789994009000,1,21/09/2026 13:33:29,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_037,S1PUB037,S1_PRIV_037,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,23,Display 1,Screen 1,,,response,20,,,,6990.9,,,6990.9,1,6990.9,,,,Response,,,Display1,disc_20_2_tab20.png,20,tab20,2,baseline,discrimination,How many distinct classes do you see?,20,2
288,1789994016000,21/09/2026 12:33:36,1789994016000,1,21/09/2026 13:33:36,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_037,S1PUB037,S1_PRIV_037,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,24,Display 1,Screen 1,,,response,5,,,,5774.8,,,5774.8,0,5774.8,,,,Response,,,Display1,disc_10_1_tab20.png,10,tab20,1,baseline,discrimination,How many distinct classes do you see?,10,2
289,1789994023000,21/09/2026 12:33:43,1789994023000,1,21/09/2026 13:33:43,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_038,S1PUB038,S1_PRIV_038,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,1,Display 1,Screen 1,,,response,30,,,,4398.8,,,4398.8,1,4398.8,,,,Response,,,Display1,disc_30_2_tab20sa.png,30,tab20sa,2,sa,discrimination,How many distinct classes do you see?,30,2
290,1789994030000,21/09/2026 12:33:50,1789994030000,1,21/09/2026 13:33:50,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_038,S1PUB038,S1_PRIV_038,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,2,Display 1,Screen 1,,,response,20,,,,5094.3,,,5094.3,1,5094.3,,,,Response,,,Display1,disc_20_1_tab20.png,20,tab20,1,baseline,discrimination,How many distinct classes do you see?,20,2
291,1789994037000,21/09/2026 12:33:57,1789994037000,1,21/09/2026 13:33:57,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_038,S1PUB038,S1_PRIV_038,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,3,Display 1,Screen 1,,,response,25,,,,6420.6,,,6420.6,0,6420.6,,,,Response,,,Display1,disc_20_2_tab20sa.png,20,tab20sa,2,sa,discrimination,How many distinct classes do you see?,20,2
292,1789994044000,21/09/2026 12:34:04,1789994044000,1,21/09/2026 13:34:04,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_038,S1PUB038,S1_PRIV_038,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,4,Display 1,Screen 1,,,response,5,,,,2908.9,,,2908.9,1,2908.9,,,,Response,,,Display1,disc_5_3_tab20.png,5,tab20,3,baseline,discrimination,How many distinct classes do you see?,5,2
293,1789994051000,21/09/2026 12:34:11,1789994051000,1,21/09/2026 13:34:11,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_038,S1PUB038,S1_PRIV_038,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,5,Display 1,Screen 1,,,response,10,,,,3551.2,,,3551.2,1,3551.2,,,,Response,,,Display1,disc_10_2_tab20sa.png,10,tab20sa,2,sa,discrimination,How many distinct classes do you see?,10,2
294,1789994058000,21/09/2026 12:34:18,1789994058000,1,21/09/2026 13:34:18,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_038,S1PUB038,S1_PRIV_038,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,6,Display 1,Screen 1,,,response,30,,,,8401.3,,,8401.3,1,8401.3,,,,Response,,,Display1,disc_30_3_tab20.png,30,tab20,3,baseline,discrimination,How many distinct classes do you see?,30,2
295,1789994065000,21/09/2026 12:34:25,1789994065000,1,21/09/2026 13:34:25,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_038,S1PUB038,S1_PRIV_038,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,7,Display 1,Screen 1,,,response,30,,,,2936.9,,,2936.9,1,2936.9,,,,Response,,,Display1,disc_30_1_tab20sa.png,30,tab20sa,1,sa,discrimination,How many distinct classes do you see?,30,2
296,1789994072000,21/09/2026 12:34:32,1789994072000,1,21/09/2026 13:34:32,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_038,S1PUB038,S1_PRIV_038,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,8,Display 1,Screen 1,,,response,15,,,,5417.3,,,5417.3,0,5417.3,,,,Response,,,Display1,disc_20_3_tab20.png,20,tab20,3,baseline,discrimination,How many distinct classes do you see?,20,2
297,1789994079000,21/09/2026 12:34:39,1789994079000,1,21/09/2026 13:34:39,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_038,S1PUB038,S1_PRIV_038,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,9,Display 1,Screen 1,,,response,10,,,,5519.9,,,5519.9,1,5519.9,,,,Response,,,Display1,disc_10_3_tab20.png,10,tab20,3,baseline,discrimination,How many distinct classes do you see?,10,2
298,1789994086000,21/09/2026 12:34:46,1789994086000,1,21/09/2026 13:34:46,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_038,S1PUB038,S1_PRIV_038,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,10,Display 1,Screen 1,,,response,5,,,,6205.0,,,6205.0,1,6205.0,,,,Response,,,Display1,disc_5_1_tab20sa.png,5,tab20sa,1,sa,discrimination,How many distinct classes do you see?,5,2
299,1789994093000,21/09/2026 12:34:53,1789994093000,1,21/09/2026 13:34:53,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_038,S1PUB038,S1_PRIV_038,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,11,Display 1,Screen 1,,,response,20,,,,4982.1,,,4982.1,1,4982.1,,,,Response,,,Display1,disc_20_1_tab20sa.png,20,tab20sa,1,sa,discrimination,How many distinct classes do you see?,20,2
300,1789994100000,21/09/2026 12:35:00,1789994100000,1,21/09/2026 13:35:00,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_038,S1PUB038,S1_PRIV_038,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,12,Display 1,Screen 1,,,response,5,,,,1566.3,,,1566.3,1,1566.3,,,,Response,,,Display1,disc_5_2_tab20.png,5,tab20,2,baseline,discrimination,How many distinct classes do you see?,5,2
301,1789994107000,21/09/2026 12:35:07,1789994107000,1,21/09/2026 13:35:07,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_038,S1PUB038,S1_PRIV_038,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,13,Display 1,Screen 1,,,response,5,,,,3099.4,,,3099.4,1,3099.4,,,,Response,,,Display1,disc_5_2_tab20sa.png,5,tab20sa,2,sa,discrimination,How many distinct classes do you see?,5,2
302,1789994114000,21/09/2026 12:35:14,1789994114000,1,21/09/2026 13:35:14,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_038,S1PUB038,S1_PRIV_038,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,14,Display 1,Screen 1,,,response,10,,,,4373.8,,,4373.8,1,4373.8,,,,Response,,,Display1,disc_10_1_tab20sa.png,10,tab20sa,1,sa,discrimination,How many distinct classes do you see?,10,2
303,1789994121000,21/09/2026 12:35:21,1789994121000,1,21/09/2026 13:35:21,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_038,S1PUB038,S1_PRIV_038,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,15,Display 1,Screen 1,,,response,30,,,,6293.6,,,6293.6,1,6293.6,,,,Response,,,Display1,disc_30_1_tab20.png,30,tab20,1,baseline,discrimination,How many distinct classes do you see?,30,2
304,1789994128000,21/09/2026 12:35:28,1789994128000,1,21/09/2026 13:35:28,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_038,S1PUB038,S1_PRIV_038,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,16,Display 1,Screen 1,,,response,20,,,,6737.2,,,6737.2,1,6737.2,,,,Response,,,Display1,disc_20_3_tab20sa.png,20,tab20sa,3,sa,discrimination,How many distinct classes do you see?,20,2
305,1789994135000,21/09/2026 12:35:35,1789994135000,1,21/09/2026 13:35:35,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_038,S1PUB038,S1_PRIV_038,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,17,Display 1,Screen 1,,,response,20,,,,11656.7,,,11656.7,1,11656.7,,,,Response,,,Display1,disc_20_2_tab20.png,20,tab20,2,baseline,discrimination,How many distinct classes do you see?,20,2
306,1789994142000,21/09/2026 12:35:42,1789994142000,1,21/09/2026 13:35:42,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_038,S1PUB038,S1_PRIV_038,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,18,Display 1,Screen 1,,,response,25,,,,13948.3,,,13948.3,0,13948.3,,,,Response,,,Display1,disc_30_2_tab20.png,30,tab20,2,baseline,discrimination,How many distinct classes do you see?,30,2
307,1789994149000,21/09/2026 12:35:49,1789994149000,1,21/09/2026 13:35:49,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_038,S1PUB038,S1_PRIV_038,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,19,Display 1,Screen 1,,,response,30,,,,4965.8,,,4965.8,1,4965.8,,,,Response,,,Display1,disc_30_3_tab20sa.png,30,tab20sa,3,sa,discrimination,How many distinct classes do you see?,30,2
308,1789994156000,21/09/2026 12:35:56,1789994156000,1,21/09/2026 13:35:56,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_038,S1PUB038,S1_PRIV_038,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,20,Display 1,Screen 1,,,response,5,,,,4696.0,,,4696.0,1,4696.0,,,,Response,,,Display1,disc_5_1_tab20.png,5,tab20,1,baseline,discrimination,How many distinct classes do you see?,5,2
309,1789994163000,21/09/2026 12:36:03,1789994163000,1,21/09/2026 13:36:03,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_038,S1PUB038,S1_PRIV_038,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,21,Display 1,Screen 1,,,response,10,,,,4595.1,,,4595.1,1,4595.1,,,,Response,,,Display1,disc_10_2_tab20.png,10,tab20,2,baseline,discrimination,How many distinct classes do you see?,10,2
310,1789994170000,21/09/2026 12:36:10,1789994170000,1,21/09/2026 13:36:10,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_038,S1PUB038,S1_PRIV_038,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,22,Display 1,Screen 1,,,response,10,,,,6062.5,,,6062.5,1,6062.5,,,,Response,,,Display1,disc_10_3_tab20sa.png,10,tab20sa,3,sa,discrimination,How many distinct classes do you see?,10,2
311,1789994177000,21/09/2026 12:36:17,1789994177000,1,21/09/2026 13:36:17,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_038,S1PUB038,S1_PRIV_038,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,23,Display 1,Screen 1,,,response,5,,,,3640.8,,,3640.8,1,3640.8,,,,Response,,,Display1,disc_5_3_tab20sa.png,5,tab20sa,3,sa,discrimination,How many distinct classes do you see?,5,2
312,1789994184000,21/09/2026 12:36:24,1789994184000,1,21/09/2026 13:36:24,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_038,S1PUB038,S1_PRIV_038,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,24,Display 1,Screen 1,,,response,10,,,,3245.9,,,3245.9,1,3245.9,,,,Response,,,Display1,disc_10_1_tab20.png,10,tab20,1,baseline,discrimination,How many distinct classes do you see?,10,2
313,1789994191000,21/09/2026 12:36:31,1789994191000,1,21/09/2026 13:36:31,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_039,S1PUB039,S1_PRIV_039,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,1,Display 1,Screen 1,,,response,30,,,,3961.2,,,3961.2,1,3961.2,,,,Response,,,Display1,disc_30_1_tab20sa.png,30,tab20sa,1,sa,discrimination,How many distinct classes do you see?,30,2
314,1789994198000,21/09/2026 12:36:38,1789994198000,1,21/09/2026 13:36:38,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_039,S1PUB039,S1_PRIV_039,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,2,Display 1,Screen 1,,,response,20,,,,3154.7,,,3154.7,1,3154.7,,,,Response,,,Display1,disc_20_2_tab20sa.png,20,tab20sa,2,sa,discrimination,How many distinct classes do you see?,20,2
315,1789994205000,21/09/2026 12:36:45,1789994205000,1,21/09/2026 13:36:45,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_039,S1PUB039,S1_PRIV_039,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,3,Display 1,Screen 1,,,response,20,,,,10231.2,,,10231.2,1,10231.2,,,,Response,,,Display1,disc_20_3_tab20sa.png,20,tab20sa,3,sa,discrimination,How many distinct classes do you see?,20,2
316,1789994212000,21/09/2026 12:36:52,1789994212000,1,21/09/2026 13:36:52,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_039,S1PUB039,S1_PRIV_039,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,4,Display 1,Screen 1,,,response,5,,,,3793.2,,,3793.2,1,3793.2,,,,Response,,,Display1,disc_5_3_tab20.png,5,tab20,3,baseline,discrimination,How many distinct classes do you see?,5,2
317,1789994219000,21/09/2026 12:36:59,1789994219000,1,21/09/2026 13:36:59,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_039,S1PUB039,S1_PRIV_039,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,5,Display 1,Screen 1,,,response,30,,,,6663.4,,,6663.4,1,6663.4,,,,Response,,,Display1,disc_30_3_tab20.png,30,tab20,3,baseline,discrimination,How many distinct classes do you see?,30,2
318,1789994226000,21/09/2026 12:37:06,1789994226000,1,21/09/2026 13:37:06,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_039,S1PUB039,S1_PRIV_039,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,6,Display 1,Screen 1,,,response,20,,,,3200.4,,,3200.4,1,3200.4,,,,Response,,,Display1,disc_20_1_tab20.png,20,tab20,1,baseline,discrimination,How many distinct classes do you see?,20,2
319,1789994233000,21/09/2026 12:37:13,1789994233000,1,21/09/2026 13:37:13,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_039,S1PUB039,S1_PRIV_039,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,7,Display 1,Screen 1,,,response,25,,,,6094.2,,,6094.2,0,6094.2,,,,Response,,,Display1,disc_30_2_tab20.png,30,tab20,2,baseline,discrimination,How many distinct classes do you see?,30,2
320,1789994240000,21/09/2026 12:37:20,1789994240000,1,21/09/2026 13:37:20,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_039,S1PUB039,S1_PRIV_039,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,8,Display 1,Screen 1,,,response,5,,,,8127.5,,,8127.5,1,8127.5,,,,Response,,,Display1,disc_5_3_tab20sa.png,5,tab20sa,3,sa,discrimination,How many distinct classes do you see?,5,2
321,1789994247000,21/09/2026 12:37:27,1789994247000,1,21/09/2026 13:37:27,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_039,S1PUB039,S1_PRIV_039,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,9,Display 1,Screen 1,,,response,10,,,,4484.1,,,4484.1,1,4484.1,,,,Response,,,Display1,disc_10_2_tab20.png,10,tab20,2,baseline,discrimination,How many distinct classes do you see?,10,2
322,1789994254000,21/09/2026 12:37:34,1789994254000,1,21/09/2026 13:37:34,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_039,S1PUB039,S1_PRIV_039,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,10,Display 1,Screen 1,,,response,10,,,,4327.6,,,4327.6,1,4327.6,,,,Response,,,Display1,disc_10_3_tab20.png,10,tab20,3,baseline,discrimination,How many distinct classes do you see?,10,2
323,1789994261000,21/09/2026 12:37:41,1789994261000,1,21/09/2026 13:37:41,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_039,S1PUB039,S1_PRIV_039,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,11,Display 1,Screen 1,,,response,10,,,,4313.0,,,4313.0,1,4313.0,,,,Response,,,Display1,disc_10_2_tab20sa.png,10,tab20sa,2,sa,discrimination,How many distinct classes do you see?,10,2
324,1789994268000,21/09/2026 12:37:48,1789994268000,1,21/09/2026 13:37:48,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_039,S1PUB039,S1_PRIV_039,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,12,Display 1,Screen 1,,,response,10,,,,3485.9,,,3485.9,1,3485.9,,,,Response,,,Display1,disc_10_3_tab20sa.png,10,tab20sa,3,sa,discrimination,How many distinct classes do you see?,10,2
325,1789994275000,21/09/2026 12:37:55,1789994275000,1,21/09/2026 13:37:55,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_039,S1PUB039,S1_PRIV_039,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,13,Display 1,Screen 1,,,response,20,,,,3612.7,,,3612.7,1,3612.7,,,,Response,,,Display1,disc_20_1_tab20sa.png,20,tab20sa,1,sa,discrimination,How many distinct classes do you see?,20,2
326,1789994282000,21/09/2026 12:38:02,1789994282000,1,21/09/2026 13:38:02,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_039,S1PUB039,S1_PRIV_039,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,14,Display 1,Screen 1,,,response,5,,,,3912.5,,,3912.5,0,3912.5,,,,Response,,,Display1,disc_10_1_tab20.png,10,tab20,1,baseline,discrimination,How many distinct classes do you see?,10,2
327,1789994289000,21/09/2026 12:38:09,1789994289000,1,21/09/2026 13:38:09,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_039,S1PUB039,S1_PRIV_039,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,15,Display 1,Screen 1,,,response,25,,,,7974.5,,,7974.5,0,7974.5,,,,Response,,,Display1,disc_30_2_tab20sa.png,30,tab20sa,2,sa,discrimination,How many distinct classes do you see?,30,2
328,1789994296000,21/09/2026 12:38:16,1789994296000,1,21/09/2026 13:38:16,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_039,S1PUB039,S1_PRIV_039,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,16,Display 1,Screen 1,,,response,5,,,,1753.0,,,1753.0,1,1753.0,,,,Response,,,Display1,disc_5_2_tab20sa.png,5,tab20sa,2,sa,discrimination,How many distinct classes do you see?,5,2
